0.949	3.137	1	0	1.87	0.52
0.245	3.075	1	0	3.76	-0.11
0.305	3.172	1	0	0.96	0.13
0.553	3.164	0	0	-0.12	0.15
0.555	3.114	0	0	0.04	-0.09
0.245	3.178	1	0	1.07	0.08
0.643	3.097	0	1	0.07	17.98
0.399	3.193	0	0	-0.08	0.13
0.429	3.030	0	0	0.14	0.01
0.880	3.113	1	0	23.09	0.04
0.207	3.087	0	1	0.06	3.40
0.781	3.124	0	0	-0.01	-0.04
0.221	3.126	0	0	0.06	0.04
0.351	3.114	0	1	-0.01	1.08
0.741	3.091	0	1	-0.09	1.54
0.221	3.110	0	1	0.06	2.17
0.272	3.073	1	0	0.98	-0.08
0.856	3.137	0	1	0.02	3.46
0.291	3.126	0	1	-0.05	5.40
0.799	3.106	1	1	16.45	13.45
0.578	3.129	0	1	0.02	7.38
0.313	3.090	1	1	6.78	22.71
0.253	3.107	0	0	0.02	0.02
0.442	3.097	1	0	5.58	0.10
0.286	3.028	0	1	-0.09	1.80
0.679	3.064	0	0	-0.02	-0.12
0.270	3.001	1	1	4.20	13.79
0.348	3.122	1	0	2.09	0.08
0.678	3.079	1	0	6.77	0.04
0.213	3.001	1	0	0.94	0.12
0.679	3.114	1	1	1.90	36.62
0.598	3.115	1	0	1.20	0.09
0.234	3.130	0	1	-0.05	24.81
0.751	3.091	0	1	-0.05	9.52
0.443	3.096	0	1	0.06	6.81
0.562	3.082	0	1	-0.01	2.79
0.416	3.195	1	1	4.64	2.26
0.355	3.083	0	1	-0.01	10.01
0.354	3.098	0	0	-0.01	-0.11
0.621	3.155	1	0	1.92	-0.19
0.368	3.106	1	0	49.15	0.09
0.974	3.102	1	0	3.74	0.16
0.264	3.146	0	1	-0.50	1.07
0.425	3.106	0	1	0.02	4.79
0.847	3.192	0	1	-0.13	3.44
0.488	3.106	1	0	8.42	-0.03
0.325	3.082	0	0	0.10	-0.19
0.465	3.115	0	1	-0.02	13.69
0.533	3.130	0	1	0.05	21.19
0.230	3.100	1	0	0.92	-0.05
0.655	3.005	0	1	-0.02	0.93
0.283	3.001	1	0	0.77	-0.13
0.219	3.070	0	0	0.01	0.13
0.330	3.065	0	1	-0.06	11.70
0.624	3.093	0	1	-0.17	1.27
