0.475	3.084	0	1	0.05	39.45
0.245	3.110	0	1	-0.02	0.90
0.447	3.072	0	0	0.13	-0.12
0.280	3.123	0	1	-0.02	17.73
0.819	3.106	1	0	7.43	0.03
0.227	3.077	1	0	1.19	-0.07
0.734	3.104	1	0	0.96	0.19
0.252	3.130	0	0	-0.06	-0.10
0.990	3.081	1	1	3.04	0.98
0.512	3.123	1	1	2.29	20.36
0.996	3.107	1	0	2.44	-0.01
0.551	3.165	1	1	9.63	1.06
0.661	3.024	1	0	8.68	0.17
0.229	3.105	0	0	0.06	0.05
0.930	3.075	1	0	3.04	-0.10
0.257	3.087	0	1	-0.43	23.96
0.697	3.075	0	1	-0.02	21.55
0.201	3.102	1	0	1.91	0.04
0.365	3.073	0	0	0.06	-0.10
0.222	3.197	0	0	-0.02	-0.01
0.871	3.112	1	0	0.97	-1.66
0.657	3.134	0	0	-0.06	0.13
0.538	3.108	0	0	0.02	0.02
0.344	3.119	1	0	0.93	0.27
0.579	3.188	1	0	22.37	-0.04
0.428	3.118	0	0	-0.09	-0.36
0.701	3.101	1	1	1.00	28.90
0.531	3.083	0	1	-0.02	11.11
0.784	3.129	0	1	-0.06	22.16
0.227	3.072	0	0	0.10	-0.09
0.295	3.118	0	1	0.02	3.91
0.245	3.080	0	1	0.06	1.91
0.654	3.085	1	1	0.70	15.53
0.756	3.088	0	1	-0.10	12.30
0.687	3.112	1	1	0.90	0.74
0.307	3.113	0	1	-0.02	25.61
0.612	3.066	0	0	0.07	-0.12
0.261	3.112	1	1	0.81	1.00
0.564	3.125	0	1	0.11	26.94
0.816	3.132	1	0	0.94	-0.03
0.300	3.116	0	0	-0.08	0.02
0.294	3.110	0	0	-0.04	-0.10
0.351	3.111	1	0	1.18	-0.02
0.507	3.118	0	0	-0.08	0.20
0.390	3.081	0	0	-0.04	0.06
0.671	3.123	1	0	14.14	0.07
0.693	3.060	0	0	-0.06	0.14
0.572	3.127	1	0	28.07	0.08
0.303	3.089	0	1	0.03	21.16
0.360	3.104	1	1	11.88	19.20
0.228	3.091	1	0	0.69	-0.54
0.319	3.085	1	0	5.21	-0.24
0.948	3.130	1	0	20.04	-0.12
0.350	3.154	0	0	0.07	-0.08
0.602	3.094	0	0	0.34	0.21
0.305	3.058	1	0	12.93	-0.07
0.895	3.129	1	0	1.35	-0.10
0.224	3.166	0	1	0.07	2.11
0.261	3.127	0	0	0.11	0.13
0.941	3.177	0	0	-0.05	0.99
0.212	3.081	0	0	-0.01	-0.37
0.567	3.194	0	1	0.03	0.74
0.547	3.020	0	0	0.07	-0.12
0.914	3.069	0	0	-0.00	0.07
0.384	3.102	0	0	-0.08	0.00
0.239	3.072	0	0	0.07	0.13
0.662	3.096	1	1	17.95	22.24
0.320	3.160	0	1	-0.16	7.49
0.416	3.191	1	0	-1.82	0.05
0.304	3.111	1	1	1.03	0.80
0.333	3.098	0	0	-0.04	-0.19
0.279	3.036	0	0	-0.04	0.15
0.328	3.113	0	1	-0.02	14.13
0.240	3.119	0	1	0.02	2.25
0.429	3.100	1	0	10.26	-0.13
0.286	3.097	1	0	1.07	0.18
0.257	3.102	0	1	0.02	1.61
0.217	3.132	0	1	0.09	15.28
0.926	3.100	0	1	0.05	0.94
0.216	3.112	1	0	1.87	-0.19
0.942	3.110	1	1	0.88	21.66
0.497	3.160	0	1	0.13	2.42
