pT_low	pT_upp	nEvOld	nEvNew	ratio
0.000	0.005	38263	45808	1.197
0.005	0.010	112742	135169	1.199
0.010	0.015	184078	220032	1.195
0.015	0.020	247885	293305	1.183
0.020	0.025	303751	356248	1.173
0.025	0.030	349167	404539	1.159
0.030	0.035	383794	439893	1.146
0.035	0.040	407357	455962	1.119
0.040	0.045	418556	460496	1.100
0.045	0.050	419397	449674	1.072
0.050	0.055	408931	426934	1.044
0.055	0.060	389274	393669	1.011
0.060	0.065	362803	354136	0.976
0.065	0.070	331053	308992	0.933
0.070	0.075	294589	261851	0.889
0.075	0.080	255199	217559	0.853
0.080	0.085	217537	173585	0.798
0.085	0.090	181372	135722	0.748
0.090	0.095	146411	101671	0.694
0.095	0.100	115842	73306	0.633
0.100	0.105	88473	51286	0.580
0.105	0.110	65728	34419	0.524
0.110	0.115	47496	23080	0.486
0.115	0.120	33104	15748	0.476
0.120	0.125	23008	11405	0.496
0.125	0.130	15682	9551	0.609
0.130	0.135	11472	9790	0.853
0.135	0.140	9003	10445	1.160
0.140	0.145	8068	11315	1.402
0.145	0.150	8269	12284	1.486
0.150	0.155	8947	12501	1.397
0.155	0.160	9488	12328	1.299
0.160	0.165	10263	11544	1.125
0.165	0.170	10285	10429	1.014
0.170	0.175	10452	8723	0.835
0.175	0.180	9872	7201	0.729
0.180	0.185	9104	5581	0.613
0.185	0.190	7970	3994	0.501
0.190	0.195	6926	2725	0.393
0.195	0.200	5554	1821	0.328
0.200	0.205	4379	1151	0.263
0.205	0.210	3236	830	0.256
0.210	0.215	2282	736	0.323
0.215	0.220	1572	850	0.541
0.220	0.225	1077	1080	1.003
0.225	0.230	693	1301	1.877
0.230	0.235	601	1551	2.581
0.235	0.240	606	1692	2.792
0.240	0.245	710	1770	2.493
0.245	0.250	884	1690	1.912
0.250	0.255	1045	1617	1.547
0.255	0.260	1186	1483	1.250
0.260	0.265	1325	1156	0.872
0.265	0.270	1317	944	0.717
0.270	0.275	1293	669	0.517
0.275	0.280	1267	501	0.395
0.280	0.285	1161	299	0.258
0.285	0.290	1023	202	0.197
0.290	0.295	852	142	0.167
0.295	0.300	633	126	0.199
0.300	0.305	483	167	0.346
0.305	0.310	364	219	0.602
0.310	0.315	217	291	1.341
0.315	0.320	147	318	2.163
0.320	0.325	105	332	3.162
0.325	0.330	101	371	3.673
0.330	0.335	86	396	4.605
0.335	0.340	155	369	2.381
0.340	0.345	175	334	1.909
0.345	0.350	223	281	1.260
0.350	0.355	247	215	0.870
0.355	0.360	249	185	0.743
0.360	0.365	264	119	0.451
0.365	0.370	290	71	0.245
0.370	0.375	257	44	0.171
0.375	0.380	275	41	0.149
0.380	0.385	200	37	0.185
0.385	0.390	165	41	0.248
0.390	0.395	153	51	0.333
0.395	0.400	99	80	0.808
