pT_low	pT_upp	nEvOld	nEvNew	ratio
0.000	0.005	38263	40161	1.050
0.005	0.010	112742	118115	1.048
0.010	0.015	184078	193043	1.049
0.015	0.020	247885	259080	1.045
0.020	0.025	303751	316278	1.041
0.025	0.030	349167	363071	1.040
0.030	0.035	383794	397803	1.037
0.035	0.040	407357	420606	1.033
0.040	0.045	418556	428816	1.025
0.045	0.050	419397	427898	1.020
0.050	0.055	408931	414500	1.014
0.055	0.060	389274	392311	1.008
0.060	0.065	362803	361836	0.997
0.065	0.070	331053	327288	0.989
0.070	0.075	294589	287326	0.975
0.075	0.080	255199	246365	0.965
0.080	0.085	217537	207597	0.954
0.085	0.090	181372	169826	0.936
0.090	0.095	146411	135281	0.924
0.095	0.100	115842	104241	0.900
0.100	0.105	88473	78618	0.889
0.105	0.110	65728	56678	0.862
0.110	0.115	47496	39924	0.841
0.115	0.120	33104	27412	0.828
0.120	0.125	23008	18511	0.805
0.125	0.130	15682	13249	0.845
0.130	0.135	11472	10011	0.873
0.135	0.140	9003	8456	0.939
0.140	0.145	8068	8577	1.063
0.145	0.150	8269	9146	1.106
0.150	0.155	8947	9669	1.081
0.155	0.160	9488	10758	1.134
0.160	0.165	10263	10860	1.058
0.165	0.170	10285	11000	1.070
0.170	0.175	10452	10428	0.998
0.175	0.180	9872	9624	0.975
0.180	0.185	9104	8443	0.927
0.185	0.190	7970	7306	0.917
0.190	0.195	6926	5839	0.843
0.195	0.200	5554	4572	0.823
0.200	0.205	4379	3323	0.759
0.205	0.210	3236	2327	0.719
0.210	0.215	2282	1601	0.702
0.215	0.220	1572	1044	0.664
0.220	0.225	1077	727	0.675
0.225	0.230	693	641	0.925
0.230	0.235	601	658	1.095
0.235	0.240	606	805	1.328
0.240	0.245	710	984	1.386
0.245	0.250	884	1173	1.327
0.250	0.255	1045	1336	1.278
0.255	0.260	1186	1438	1.212
0.260	0.265	1325	1388	1.048
0.265	0.270	1317	1406	1.068
0.270	0.275	1293	1285	0.994
0.275	0.280	1267	1182	0.933
0.280	0.285	1161	1002	0.863
0.285	0.290	1023	808	0.790
0.290	0.295	852	582	0.683
0.295	0.300	633	464	0.733
0.300	0.305	483	291	0.602
0.305	0.310	364	188	0.516
0.310	0.315	217	123	0.567
0.315	0.320	147	96	0.653
0.320	0.325	105	93	0.886
0.325	0.330	101	153	1.515
0.330	0.335	86	178	2.070
0.335	0.340	155	231	1.490
0.340	0.345	175	262	1.497
0.345	0.350	223	278	1.247
0.350	0.355	247	297	1.202
0.355	0.360	249	311	1.249
0.360	0.365	264	282	1.068
0.365	0.370	290	302	1.041
0.370	0.375	257	220	0.856
0.375	0.380	275	172	0.625
0.380	0.385	200	165	0.825
0.385	0.390	165	109	0.661
0.390	0.395	153	65	0.425
0.395	0.400	99	60	0.606
