pT_low	pT_upp	nEvOld	nEvNew	ratio
0.000	0.005	38263	49032	1.281
0.005	0.010	112742	143982	1.277
0.010	0.015	184078	234071	1.272
0.015	0.020	247885	311372	1.256
0.020	0.025	303751	377277	1.242
0.025	0.030	349167	426053	1.220
0.030	0.035	383794	459785	1.198
0.035	0.040	407357	473713	1.163
0.040	0.045	418556	474744	1.134
0.045	0.050	419397	458474	1.093
0.050	0.055	408931	430941	1.054
0.055	0.060	389274	391381	1.005
0.060	0.065	362803	346237	0.954
0.065	0.070	331053	296933	0.897
0.070	0.075	294589	247240	0.839
0.075	0.080	255199	199957	0.784
0.080	0.085	217537	156575	0.720
0.085	0.090	181372	118071	0.651
0.090	0.095	146411	85748	0.586
0.095	0.100	115842	59593	0.514
0.100	0.105	88473	40184	0.454
0.105	0.110	65728	26487	0.403
0.110	0.115	47496	17586	0.370
0.115	0.120	33104	12580	0.380
0.120	0.125	23008	10245	0.445
0.125	0.130	15682	10315	0.658
0.130	0.135	11472	11066	0.965
0.135	0.140	9003	12015	1.335
0.140	0.145	8068	13045	1.617
0.145	0.150	8269	13318	1.611
0.150	0.155	8947	13090	1.463
0.155	0.160	9488	12181	1.284
0.160	0.165	10263	10777	1.050
0.165	0.170	10285	9034	0.878
0.170	0.175	10452	7197	0.689
0.175	0.180	9872	5420	0.549
0.180	0.185	9104	3789	0.416
0.185	0.190	7970	2561	0.321
0.190	0.195	6926	1604	0.232
0.195	0.200	5554	1044	0.188
0.200	0.205	4379	847	0.193
0.205	0.210	3236	848	0.262
0.210	0.215	2282	1078	0.472
0.215	0.220	1572	1317	0.838
0.220	0.225	1077	1522	1.413
0.225	0.230	693	1887	2.723
0.230	0.235	601	1905	3.170
0.235	0.240	606	1866	3.079
0.240	0.245	710	1859	2.618
0.245	0.250	884	1636	1.851
0.250	0.255	1045	1308	1.252
0.255	0.260	1186	1093	0.922
0.260	0.265	1325	752	0.568
0.265	0.270	1317	564	0.428
0.270	0.275	1293	334	0.258
0.275	0.280	1267	221	0.174
0.280	0.285	1161	166	0.143
0.285	0.290	1023	140	0.137
0.290	0.295	852	215	0.252
0.295	0.300	633	244	0.385
0.300	0.305	483	338	0.700
0.305	0.310	364	357	0.981
0.310	0.315	217	383	1.765
0.315	0.320	147	425	2.891
0.320	0.325	105	428	4.076
0.325	0.330	101	427	4.228
0.330	0.335	86	337	3.919
0.335	0.340	155	263	1.697
0.340	0.345	175	231	1.320
0.345	0.350	223	159	0.713
0.350	0.355	247	109	0.441
0.355	0.360	249	60	0.241
0.360	0.365	264	47	0.178
0.365	0.370	290	35	0.121
0.370	0.375	257	53	0.206
0.375	0.380	275	54	0.196
0.380	0.385	200	76	0.380
0.385	0.390	165	118	0.715
0.390	0.395	153	111	0.725
0.395	0.400	99	114	1.152
