pT_low	pT_upp	nEvOld	nEvNew	ratio
0.000	0.005	38263	50134	1.310
0.005	0.010	112742	147444	1.308
0.010	0.015	184078	239455	1.301
0.015	0.020	247885	318317	1.284
0.020	0.025	303751	384772	1.267
0.025	0.030	349167	434406	1.244
0.030	0.035	383794	466999	1.217
0.035	0.040	407357	480017	1.178
0.040	0.045	418556	479363	1.145
0.045	0.050	419397	461160	1.100
0.050	0.055	408931	431775	1.056
0.055	0.060	389274	389966	1.002
0.060	0.065	362803	342733	0.945
0.065	0.070	331053	291714	0.881
0.070	0.075	294589	242038	0.822
0.075	0.080	255199	193790	0.759
0.080	0.085	217537	149859	0.689
0.085	0.090	181372	112041	0.618
0.090	0.095	146411	79981	0.546
0.095	0.100	115842	55102	0.476
0.100	0.105	88473	36488	0.412
0.105	0.110	65728	23889	0.363
0.110	0.115	47496	16188	0.341
0.115	0.120	33104	11939	0.361
0.120	0.125	23008	10314	0.448
0.125	0.130	15682	10705	0.683
0.130	0.135	11472	11602	1.011
0.135	0.140	9003	12750	1.416
0.140	0.145	8068	13420	1.663
0.145	0.150	8269	13652	1.651
0.150	0.155	8947	13101	1.464
0.155	0.160	9488	11958	1.260
0.160	0.165	10263	10156	0.990
0.165	0.170	10285	8462	0.823
0.170	0.175	10452	6596	0.631
0.175	0.180	9872	4733	0.479
0.180	0.185	9104	3250	0.357
0.185	0.190	7970	2093	0.263
0.190	0.195	6926	1330	0.192
0.195	0.200	5554	944	0.170
0.200	0.205	4379	832	0.190
0.205	0.210	3236	959	0.296
0.210	0.215	2282	1250	0.548
0.215	0.220	1572	1517	0.965
0.220	0.225	1077	1808	1.679
0.225	0.230	693	1946	2.808
0.230	0.235	601	1981	3.296
0.235	0.240	606	1922	3.172
0.240	0.245	710	1772	2.496
0.245	0.250	884	1488	1.683
0.250	0.255	1045	1196	1.144
0.255	0.260	1186	899	0.758
0.260	0.265	1325	651	0.491
0.265	0.270	1317	404	0.307
0.270	0.275	1293	246	0.190
0.275	0.280	1267	178	0.140
0.280	0.285	1161	156	0.134
0.285	0.290	1023	196	0.192
0.290	0.295	852	252	0.296
0.295	0.300	633	337	0.532
0.300	0.305	483	363	0.752
0.305	0.310	364	400	1.099
0.310	0.315	217	417	1.922
0.315	0.320	147	469	3.190
0.320	0.325	105	443	4.219
0.325	0.330	101	357	3.535
0.330	0.335	86	286	3.326
0.335	0.340	155	245	1.581
0.340	0.345	175	175	1.000
0.345	0.350	223	106	0.475
0.350	0.355	247	73	0.296
0.355	0.360	249	47	0.189
0.360	0.365	264	43	0.163
0.365	0.370	290	52	0.179
0.370	0.375	257	57	0.222
0.375	0.380	275	79	0.287
0.380	0.385	200	119	0.595
0.385	0.390	165	118	0.715
0.390	0.395	153	122	0.797
0.395	0.400	99	128	1.293
