pT_low	pT_upp	nEvOld	nEvNew	ratio
0.000	0.005	38263	44473	1.162
0.005	0.010	112742	130823	1.160
0.010	0.015	184078	213078	1.158
0.015	0.020	247885	284514	1.148
0.020	0.025	303751	346776	1.142
0.025	0.030	349167	394266	1.129
0.030	0.035	383794	429673	1.120
0.035	0.040	407357	447959	1.100
0.040	0.045	418556	452579	1.081
0.045	0.050	419397	445349	1.062
0.050	0.055	408931	424014	1.037
0.055	0.060	389274	394508	1.013
0.060	0.065	362803	356694	0.983
0.065	0.070	331053	314730	0.951
0.070	0.075	294589	267781	0.909
0.075	0.080	255199	225110	0.882
0.080	0.085	217537	182486	0.839
0.085	0.090	181372	143837	0.793
0.090	0.095	146411	109669	0.749
0.095	0.100	115842	80865	0.698
0.100	0.105	88473	56882	0.643
0.105	0.110	65728	39309	0.598
0.110	0.115	47496	26543	0.559
0.115	0.120	33104	17616	0.532
0.120	0.125	23008	12609	0.548
0.125	0.130	15682	9864	0.629
0.130	0.135	11472	9349	0.815
0.135	0.140	9003	9753	1.083
0.140	0.145	8068	10492	1.300
0.145	0.150	8269	11566	1.399
0.150	0.155	8947	11996	1.341
0.155	0.160	9488	12295	1.296
0.160	0.165	10263	11601	1.130
0.165	0.170	10285	10835	1.053
0.170	0.175	10452	9464	0.905
0.175	0.180	9872	7969	0.807
0.180	0.185	9104	6389	0.702
0.185	0.190	7970	4826	0.606
0.190	0.195	6926	3442	0.497
0.195	0.200	5554	2343	0.422
0.200	0.205	4379	1554	0.355
0.205	0.210	3236	982	0.303
0.210	0.215	2282	760	0.333
0.215	0.220	1572	712	0.453
0.220	0.225	1077	846	0.786
0.225	0.230	693	1096	1.582
0.230	0.235	601	1282	2.133
0.235	0.240	606	1524	2.515
0.240	0.245	710	1561	2.199
0.245	0.250	884	1695	1.917
0.250	0.255	1045	1624	1.554
0.255	0.260	1186	1539	1.298
0.260	0.265	1325	1381	1.042
0.265	0.270	1317	1108	0.841
0.270	0.275	1293	889	0.688
0.275	0.280	1267	634	0.500
0.280	0.285	1161	490	0.422
0.285	0.290	1023	290	0.283
0.290	0.295	852	192	0.225
0.295	0.300	633	135	0.213
0.300	0.305	483	122	0.253
0.305	0.310	364	140	0.385
0.310	0.315	217	198	0.912
0.315	0.320	147	269	1.830
0.320	0.325	105	303	2.886
0.325	0.330	101	318	3.149
0.330	0.335	86	350	4.070
0.335	0.340	155	368	2.374
0.340	0.345	175	354	2.023
0.345	0.350	223	354	1.587
0.350	0.355	247	256	1.036
0.355	0.360	249	207	0.831
0.360	0.365	264	182	0.689
0.365	0.370	290	130	0.448
0.370	0.375	257	76	0.296
0.375	0.380	275	55	0.200
0.380	0.385	200	34	0.170
0.385	0.390	165	29	0.176
0.390	0.395	153	41	0.268
0.395	0.400	99	47	0.475
