pT_low	pT_upp	nEvOld	nEvNew	ratio
0.760	0.765	18094	17992	0.994
0.765	0.770	17326	17439	1.007
0.770	0.775	17088	17090	1.000
0.775	0.780	16702	16734	1.002
0.780	0.785	16303	16191	0.993
0.785	0.790	16126	16044	0.995
0.790	0.795	15505	15513	1.001
0.795	0.800	14940	14965	1.002
0.800	0.805	14454	14511	1.004
0.805	0.810	14213	14329	1.008
0.810	0.815	14006	13961	0.997
0.815	0.820	13634	13621	0.999
0.820	0.825	13412	13360	0.996
0.825	0.830	12983	12884	0.992
0.830	0.835	12675	12627	0.996
0.835	0.840	11994	12135	1.012
0.840	0.845	11894	11837	0.995
0.845	0.850	11472	11426	0.996
0.850	0.855	11318	11255	0.994
0.855	0.860	10842	10980	1.013
0.860	0.865	10775	10655	0.989
0.865	0.870	10277	10262	0.999
0.870	0.875	9928	10048	1.012
0.875	0.880	9808	9746	0.994
0.880	0.885	9678	9618	0.994
0.885	0.890	9207	9290	1.009
0.890	0.895	8806	8773	0.996
0.895	0.900	8782	8708	0.992
0.900	0.905	8459	8463	1.000
0.905	0.910	8132	8055	0.991
0.910	0.915	7830	7853	1.003
0.915	0.920	7634	7590	0.994
0.920	0.925	7277	7315	1.005
0.925	0.930	7136	7073	0.991
0.930	0.935	6888	6896	1.001
0.935	0.940	6745	6734	0.998
0.940	0.945	6564	6522	0.994
0.945	0.950	6293	6291	1.000
0.950	0.955	6074	6090	1.003
0.955	0.960	5935	5904	0.995
0.960	0.965	5720	5787	1.012
0.965	0.970	5391	5360	0.994
0.970	0.975	5414	5421	1.001
0.975	0.980	5237	5208	0.994
0.980	0.985	4972	4896	0.985
0.985	0.990	4891	4893	1.000
0.990	0.995	4695	4645	0.989
0.995	1.000	4552	4477	0.984
1.000	1.005	4361	4395	1.008
1.005	1.010	4253	4267	1.003
1.010	1.015	4128	4159	1.008
1.015	1.020	3961	3910	0.987
1.020	1.025	3800	3802	1.001
1.025	1.030	3603	3563	0.989
1.030	1.035	3470	3443	0.992
1.035	1.040	3431	3410	0.994
1.040	1.045	3244	3247	1.001
1.045	1.050	3127	3124	0.999
1.050	1.055	3009	3078	1.023
1.055	1.060	2979	2855	0.958
1.060	1.065	2833	2847	1.005
1.065	1.070	2796	2802	1.002
1.070	1.075	2585	2604	1.007
1.075	1.080	2513	2452	0.976
1.080	1.085	2387	2373	0.994
1.085	1.090	2283	2281	0.999
1.090	1.095	2254	2234	0.991
1.095	1.100	2174	2153	0.990
1.100	1.105	2037	2100	1.031
1.105	1.110	1980	1940	0.980
1.110	1.115	1895	1930	1.018
1.115	1.120	1865	1826	0.979
1.120	1.125	1727	1743	1.009
1.125	1.130	1709	1715	1.004
1.130	1.135	1539	1533	0.996
1.135	1.140	1600	1593	0.996
1.140	1.145	1475	1481	1.004
1.145	1.150	1442	1430	0.992
1.150	1.155	1396	1340	0.960
1.155	1.160	1345	1380	1.026
1.160	1.165	1200	1223	1.019
1.165	1.170	1195	1161	0.972
1.170	1.175	1147	1158	1.010
1.175	1.180	1120	1109	0.990
1.180	1.185	1037	1021	0.985
1.185	1.190	994	1013	1.019
1.190	1.195	1010	978	0.968
1.195	1.200	963	980	1.018
