Counts18q (123 runs):
1	295585	2178
2	295586	9435
3	295588	8788
4	295589	20446
5	295610	1253
6	295611	1556
7	295612	27237
8	295615	3717
9	295666	7692
10	295667	4552
11	295668	6622
12	295673	70927
13	295675	32356
14	295676	93752
15	295712	19764
16	295714	32522
17	295717	4478
18	295718	7859
19	295719	6262
20	295721	3607
21	295723	8670
22	295725	19037
23	295754	52562
24	295755	55265
25	295758	105858
26	295759	24939
27	295762	25238
28	295763	103864
29	295786	26206
30	295788	172251
31	295791	67470
32	295816	60581
33	295818	8027
34	295819	150586
35	295822	160141
36	295825	18147
37	295826	201717
38	295829	85685
39	295831	76176
40	295853	12500
41	295854	91424
42	295855	107652
43	295856	105912
44	295859	80107
45	295860	56164
46	295861	72306
47	295909	31892
48	295910	284039
49	295913	155057
50	295936	87765
51	295937	20143
52	295941	95524
53	295942	104027
54	296016	16975
55	296060	16046
56	296062	96206
57	296063	147955
58	296065	133419
59	296066	31431
60	296123	24076
61	296132	116357
62	296133	91791
63	296134	204967
64	296135	109387
65	296142	71893
66	296143	19988
67	296191	241196
68	296192	25565
69	296194	167211
70	296195	41433
71	296196	108133
72	296197	75751
73	296198	27985
74	296240	15728
75	296241	41414
76	296242	48920
77	296243	69011
78	296244	437547
79	296246	80598
80	296247	48868
81	296269	202335
82	296270	76872
83	296273	368602
84	296279	31794
85	296280	65029
86	296303	114057
87	296304	310300
88	296309	88938
89	296312	80158
90	296377	317479
91	296378	296761
92	296379	79824
93	296380	107993
94	296381	57468
95	296383	66029
96	296414	263499
97	296415	156716
98	296419	141353
99	296420	57415
100	296423	55861
101	296424	17955
102	296433	178535
103	296472	32433
104	296509	143783
105	296510	450078
106	296511	125434
107	296512	23887
108	296516	25194
109	296547	54988
110	296548	79259
111	296549	285686
112	296550	124614
113	296551	48228
114	296552	23160
115	296553	14295
116	296594	14793
117	296615	51727
118	296616	37220
119	296618	152047
120	296619	66987
121	296621	12087
122	296622	27217
123	296623	94693


Counts18r (96 runs):
1	296690	416477
2	296691	40646
3	296693	20745
4	296694	322048
5	296749	553878
6	296750	547472
7	296781	45242
8	296784	167300
9	296785	96584
10	296786	39221
11	296787	333840
12	296790	15014
13	296793	71641
14	296794	156156
15	296799	144176
16	296835	15362
17	296836	156827
18	296838	24491
19	296839	172426
20	296848	118895
21	296849	395477
22	296850	149744
23	296851	29163
24	296852	67993
25	296890	446973
26	296894	282917
27	296899	142222
28	296900	291036
29	296903	56818
30	296930	281601
31	296931	37309
32	296932	98129
33	296934	174902
34	296935	277345
35	296938	194433
36	296941	202476
37	296966	199366
38	297029	341323
39	297031	298887
40	297035	68489
41	297085	60290
42	297117	124189
43	297118	120043
44	297119	244654
45	297123	158459
46	297124	54255
47	297128	203146
48	297129	239905
49	297132	124039
50	297133	44137
51	297193	417995
52	297194	405790
53	297195	21039
54	297196	101040
55	297218	353293
56	297219	0
57	297221	122846
58	297222	76244
59	297278	33809
60	297310	31561
61	297311	11698
62	297317	189986
63	297332	24081
64	297333	8408
65	297335	32386
66	297336	9731
67	297363	105402
68	297366	100357
69	297367	298122
70	297372	327911
71	297379	379076
72	297380	69121
73	297405	32567
74	297406	19968
75	297413	173771
76	297414	138433
77	297415	386534
78	297441	284648
79	297442	106743
80	297446	429053
81	297450	104591
82	297451	71683
83	297452	56321
84	297479	425570
85	297481	428764
86	297483	107890
87	297512	88366
88	297537	96956
89	297540	27124
90	297541	205766
91	297542	75283
92	297544	378794
93	297558	21400
94	297588	294471
95	297590	198207
96	297595	82377
