1	15837	101
2	47708	175
3	77707	224
4	105032	262
5	129947	292
6	150690	317
7	168390	338
8	181287	355
9	189265	367
10	194179	377
11	195371	384
12	193812	391
13	187684	392
14	181554	396
15	172023	397
16	315500	566
17	273223	575
18	233241	593
19	197875	625
20	166055	678
21	172176	863
22	141484	1052
23	116824	1351
24	95145	1766
