pT_low	pT_upp	nEvOld	nEvNew	ratio
0.000	0.010	151005	150003	0.993
0.010	0.020	431963	429058	0.993
0.020	0.030	652918	649556	0.995
0.030	0.040	791151	787436	0.995
0.040	0.050	837953	835020	0.996
0.050	0.060	798205	797078	0.999
0.060	0.070	693856	694912	1.002
0.070	0.080	549788	551636	1.003
0.080	0.090	398909	401256	1.006
0.090	0.100	262253	265638	1.013
0.100	0.110	154201	156808	1.017
0.110	0.120	80600	82626	1.025
0.120	0.130	38690	39717	1.027
0.130	0.140	20475	20964	1.024
0.140	0.150	16337	16207	0.992
0.150	0.160	18435	18073	0.980
0.160	0.170	20548	20380	0.992
0.170	0.180	20324	20257	0.997
0.180	0.190	17074	17277	1.012
0.190	0.200	12480	12746	1.021
0.200	0.220	11469	11949	1.042
0.220	0.240	2977	3063	1.029
0.240	0.260	3825	3648	0.954
0.260	0.280	5202	5152	0.990
0.280	0.300	3669	3787	1.032
0.300	0.320	1211	1287	1.063
0.320	0.340	447	430	0.962
0.340	0.360	894	865	0.968
0.360	0.380	1086	1069	0.984
0.380	0.400	617	658	1.066
0.400	0.480	815	811	0.995
0.480	0.560	335	346	1.033
0.560	0.640	155	148	0.955
0.640	0.720	68	73	1.074
0.720	0.800	43	44	1.023
0.800	0.880	14	14	1.000
0.880	0.960	8	7	0.875
0.960	1.040	0	1	0.000
1.040	1.120	0	0	0.000
1.120	1.200	0	0	0.000
1.200	1.600	0	0	0.000
1.600	2.000	0	0	0.000
